index,DR3_source_id,ra,dec,ZTF,NUMBER_IN,FILENAME,X_POS,Y_POS,MJD-OBS,OBJECT,FILTER,EXPTIME,S-SEEING,AIRMASS,PC-ZP,PC-ZPSTD,QC-FLAG,TQC-FLAG,FLAGS_MASK,BACKGROUND,MAG_OPT,MAGERR_OPT,SNR_OPT,LIMMAG_OPT,FNU_OPT,FNUERR_OPT,MAG_APER_R0.66xFWHM,MAGERR_APER_R0.66xFWHM,SNR_APER_R0.66xFWHM,FNU_APER_R0.66xFWHM,FNUERR_APER_R0.66xFWHM,MAG_APER_R1.5xFWHM,MAGERR_APER_R1.5xFWHM,SNR_APER_R1.5xFWHM,FNU_APER_R1.5xFWHM,FNUERR_APER_R1.5xFWHM,MAG_APER_R5xFWHM,MAGERR_APER_R5xFWHM,SNR_APER_R5xFWHM,FNU_APER_R5xFWHM,FNUERR_APER_R5xFWHM,MAG_ZOGY,MAGERR_ZOGY,SNR_ZOGY,LIMMAG_ZOGY,FNU_ZOGY,FNUERR_ZOGY,X_POS_REF,Y_POS_REF,FLAGS_MASK_REF,BACKGROUND_REF,MAG_OPT_REF,MAGERR_OPT_REF,SNR_OPT_REF,LIMMAG_OPT_REF,FNU_OPT_REF,FNUERR_OPT_REF,MAG_APER_R0.66xFWHM_REF,MAGERR_APER_R0.66xFWHM_REF,SNR_APER_R0.66xFWHM_REF,FNU_APER_R0.66xFWHM_REF,FNUERR_APER_R0.66xFWHM_REF,MAG_APER_R1.5xFWHM_REF,MAGERR_APER_R1.5xFWHM_REF,SNR_APER_R1.5xFWHM_REF,FNU_APER_R1.5xFWHM_REF,FNUERR_APER_R1.5xFWHM_REF,MAG_APER_R5xFWHM_REF,MAGERR_APER_R5xFWHM_REF,SNR_APER_R5xFWHM_REF,FNU_APER_R5xFWHM_REF,FNUERR_APER_R5xFWHM_REF,MAG_ZOGY_PLUSREF,MAGERR_ZOGY_PLUSREF,SNR_ZOGY_PLUSREF
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20171021_175640_red,4859.359901287954,1132.3723084266253,58047.74768518518,16040,i,60.0,2.5284774,1.4251398,22.349531,0.028146697,yellow,yellow,12,38.88552,99.0,99.0,0.0,17.115437,0.0,,99.0,99.0,0.0,0.0,,11.700378,0.0011669014,930.4438,75831.23,81.50006,10.900884,0.0012910238,840.98846,158360.39,188.3027,10.64576,8.480878E-4,-35.6408,16.46733,200306.94,156.46332,1516.5570935204023,5479.402189502366,25,23.29076,99.0,99.0,0.0,16.555502,0.0,,99.0,99.0,0.0,0.0,,11.703981,0.001238553,876.6167,75580.05,86.217896,11.109973,0.0012087115,898.2591,130620.21,145.41486,10.545758,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20171021_175750_red,4859.827293933235,1140.8937724410448,58047.74849537037,16040,g,60.0,3.615454,1.4311827,23.322458,0.029935792,orange,orange,12,5.472992,10.457124,5.6172104E-4,1932.8743,17.501804,238314.48,123.29539,11.741592,7.942779E-4,1366.9475,73006.734,53.40859,11.001247,5.7124114E-4,1900.6617,144377.89,75.96191,10.937654,7.2947395E-4,1488.3823,153086.98,102.854614,11.585163,7.314595E-4,40.98269,17.564959,84320.766,56.80683,1516.5570935204023,5479.402189502366,24,6.511751,10.707305,6.44188E-4,1685.4337,17.931171,189268.34,112.29652,12.618998,0.001183854,917.12006,32538.715,35.47923,11.336689,6.574585E-4,1651.414,106004.43,64.1901,11.233925,6.794767E-4,1597.9005,116527.86,72.925606,10.207252,4.994236E-4,2173.9783
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20171021_175900_red,4860.412487671624,1147.7215886095732,58047.74930555555,16040,q,60.0,3.226956,1.4372994,23.834635,0.02668068,yellow,yellow,12,26.383099,99.0,99.0,0.0,18.128658,0.0,,99.0,99.0,0.0,0.0,,12.62864,9.109923E-4,1191.8171,32251.08,27.060429,12.107362,0.0013891852,781.56323,52126.11,66.69468,11.065555,4.2960802E-4,-53.86137,17.624395,136074.77,53.84256,1516.5570935204023,5479.402189502366,25,37.492935,99.0,99.0,0.0,17.64559,0.0,,99.0,99.0,0.0,0.0,,15.454814,0.0034082166,318.5643,2388.2197,7.496821,13.367395,0.00246773,439.97363,16332.062,37.12055,10.965554,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20171021_180010_red,4887.12373117223,1143.194348980263,58047.75011574074,16040,q,30.0,3.0624936,1.4434905,23.813057,0.024790812,yellow,orange,12,16.510208,9.867047,7.437995E-4,1459.7162,17.434237,410375.22,281.13354,99.0,99.0,0.0,0.0,,11.659524,8.0710044E-4,1345.2305,78738.984,58.531963,11.366829,0.0010908823,995.28253,103102.25,103.59094,11.967979,0.0013962699,-8.559641,17.24705,59266.31,76.21719,1516.5570935204023,5479.402189502366,25,37.492935,99.0,99.0,0.0,17.64559,0.0,,99.0,99.0,0.0,0.0,,15.454814,0.0034082166,318.5643,2388.2197,7.496821,13.367395,0.00246773,439.97363,16332.062,37.12055,11.867979,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20171021_180050_red,4836.872452601111,1092.087499753861,58047.7505787037,16040,q,30.0,3.1029387,1.4470623,23.809093,0.027601844,yellow,orange,12,16.648197,9.841917,6.856957E-4,1583.4082,17.409664,419984.28,265.2407,99.0,99.0,0.0,0.0,,11.479037,7.5146084E-4,1444.8339,92979.06,64.35277,11.232072,0.0010382684,1045.7181,116726.87,111.62364,12.118201,0.0015856167,-6.1005797,17.259142,51608.28,75.369095,1516.5570935204023,5479.402189502366,25,37.492935,99.0,99.0,0.0,17.64559,0.0,,99.0,99.0,0.0,0.0,,15.454814,0.0034082166,318.5643,2388.2197,7.496821,13.367395,0.00246773,439.97363,16332.062,37.12055,12.018201,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20171021_180130_red,4837.65106759412,1030.552762696798,58047.75104166667,16040,q,30.0,3.3298662,1.4506589,23.807493,0.030220877,orange,red,12,14.414733,9.855893,6.791538E-4,1598.6603,17.394892,414612.97,259.35025,16.935534,0.009169989,118.401024,610.642,5.157405,11.378195,7.237232E-4,1500.2091,102028.53,68.009544,11.174174,0.001043696,1040.2802,123120.45,118.35317,12.474162,0.0021821668,-8.47001,17.268326,37182.19,74.73064,1516.5570935204023,5479.402189502366,25,37.492935,99.0,99.0,0.0,17.64559,0.0,,99.0,99.0,0.0,0.0,,15.454814,0.0034082166,318.5643,2388.2197,7.496821,13.367395,0.00246773,439.97363,16332.062,37.12055,12.374162,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20171021_180210_red,4835.713133109306,1236.9774308564454,58047.75150462963,16040,q,30.0,3.0882468,1.4542807,23.805538,0.029818615,yellow,yellow,12,16.569191,9.766394,6.6037686E-4,1644.1161,17.41541,450238.38,273.84827,99.0,99.0,0.0,0.0,,11.395641,7.3049846E-4,1486.2949,100402.18,67.55199,11.139716,9.5568853E-4,1136.0774,127090.52,111.867836,12.135597,0.001600457,-17.975859,17.266476,50787.965,74.865295,1516.5570935204023,5479.402189502366,25,37.492935,99.0,99.0,0.0,17.64559,0.0,,99.0,99.0,0.0,0.0,,15.454814,0.0034082166,318.5643,2388.2197,7.496821,13.367395,0.00246773,439.97363,16332.062,37.12055,12.035597,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20171021_180250_red,4734.851928382081,1145.8058335543105,58047.75196759259,16040,q,30.0,3.1023276,1.4579278,23.795916,0.038934115,yellow,red,12,15.350039,9.744256,6.7667547E-4,1604.5154,17.293495,459512.6,286.38715,16.170687,0.0067162756,161.65747,1235.1658,7.640635,11.336625,7.3748303E-4,1472.2185,106010.68,72.00744,11.087127,9.807397E-4,1107.0585,133397.98,120.49769,13.264831,0.0048272135,-2.8546078,17.19699,17950.105,79.80667,1516.5570935204023,5479.402189502366,25,37.492935,99.0,99.0,0.0,17.64559,0.0,,99.0,99.0,0.0,0.0,,15.454814,0.0034082166,318.5643,2388.2197,7.496821,13.367395,0.00246773,439.97363,16332.062,37.12055,13.164831,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190602_211650_red,5122.904491912879,632.8464196357243,58636.8866956532,16040,u,60.0,3.043926,1.1489028,22.325981,0.081270486,orange,orange,0,0.9198006,11.732253,0.0012972435,836.9563,17.201633,73637.46,87.98244,12.290934,0.0016377498,662.94385,44017.64,66.39724,11.779228,0.0013147761,825.7954,70519.414,85.39574,11.729433,0.0018271523,594.22314,73828.97,124.244514,14.911454,0.025247881,-5.946656,17.054104,3939.2905,91.60488,1516.5570935204023,5479.402189502366,0,0.5670478,11.477476,0.0012795648,848.51996,17.244076,93112.85,109.73561,12.026858,0.0016360894,663.6167,56137.957,84.59395,11.530431,0.001303534,832.91736,88680.35,106.46957,11.474524,0.0013253571,819.20276,93366.28,113.97213,11.332486,0.0015991495,678.94604
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190602_211829_red,5121.80765568708,638.0690863190738,58636.88784685807,16040,g,60.0,3.238174,1.1450158,23.233145,0.03480075,yellow,yellow,12,7.3504896,10.445181,6.575174E-4,1651.2661,17.670183,240950.34,145.91853,12.922235,0.0013537399,802.02716,24609.67,30.684336,11.395132,6.75847E-4,1606.4822,100449.34,62.527515,11.302418,8.181117E-4,1327.1246,109403.89,82.43679,11.989641,9.539935E-4,-21.284029,17.686567,58095.65,51.046356,1516.5570935204023,5479.402189502366,24,6.511751,10.707305,6.44188E-4,1685.4337,17.931171,189268.34,112.29652,12.618998,0.001183854,917.12006,32538.715,35.47923,11.336689,6.574585E-4,1651.414,106004.43,64.1901,11.233925,6.794767E-4,1597.9005,116527.86,72.925606,10.316657,5.414289E-4,2005.3162
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190602_212009_red,5120.801656289571,640.4282095144948,58636.8889989368,16040,q,60.0,3.313522,1.1411923,23.743254,0.020907491,yellow,yellow,12,25.32701,99.0,99.0,0.0,18.387655,0.0,,99.0,99.0,0.0,0.0,,12.726898,9.7600755E-4,1112.4259,29460.504,26.483114,12.292509,0.001514342,716.96893,43953.76,61.304974,10.832949,3.170377E-4,-74.04478,17.725296,168585.39,49.22736,1516.5570935204023,5479.402189502366,25,37.492935,99.0,99.0,0.0,17.64559,0.0,,99.0,99.0,0.0,0.0,,15.454814,0.0034082166,318.5643,2388.2197,7.496821,13.367395,0.00246773,439.97363,16332.062,37.12055,10.732948,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190602_212143_red,5119.885549857519,638.5651914131537,58636.89008764677,16040,r,60.0,3.0022178,1.1376393,22.75391,0.022776969,yellow,yellow,12,18.965023,99.0,99.0,0.0,17.316717,0.0,,17.486273,0.013271088,81.81215,367.69733,4.49441,11.62235,9.047901E-4,1199.9868,81481.7,67.90216,11.294803,0.0011523156,942.2211,110174.03,116.93012,11.835352,0.001112911,-71.057274,17.364073,66966.67,68.64278,1516.5570935204023,5479.402189502366,24,15.6505165,9.556821,7.499306E-4,1447.7822,17.617697,546099.4,377.1972,15.52639,0.005356155,202.70815,2235.855,11.029922,11.467901,8.3147944E-4,1305.7883,93937.49,71.9393,11.177628,8.897174E-4,1220.3157,122729.43,100.57187,9.33123,6.7898515E-4,1599.0573
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190602_212322_red,5118.6690032661445,641.1076463412838,58636.89122978326,16040,i,60.0,3.44391,1.1339741,22.22784,0.01767262,yellow,yellow,12,21.016684,8.832623,8.117126E-4,1337.587,16.874765,1064023.2,795.4797,13.837043,0.003206739,338.57953,10596.996,31.298393,10.98772,8.886353E-4,1221.8018,146188.12,119.649635,10.695252,0.0013420263,809.02747,191381.2,236.55711,10.949081,0.001091663,-92.46826,16.498405,151484.31,152.31123,1516.5570935204023,5479.402189502366,25,23.29076,99.0,99.0,0.0,16.555502,0.0,,99.0,99.0,0.0,0.0,,11.703981,0.001238553,876.6167,75580.05,86.217896,11.109973,0.0012087115,898.2591,130620.21,145.41486,10.849079,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190602_212458_red,5117.875227193736,645.6505050366478,58636.89234210459,16040,z,60.0,3.3769479,1.1304649,21.265724,0.050729357,orange,orange,12,26.751894,8.572906,5.3271896E-4,2038.1033,15.671635,1351568.0,663.1499,9.74503,7.4806134E-4,1451.3999,459185.1,316.37393,9.062315,5.5504654E-4,1956.1173,861139.9,440.2292,8.921927,7.244236E-4,1498.7587,980006.75,653.87897,9.43465,4.6010574E-4,38.482506,15.921893,611138.4,258.98398,1516.5570935204023,5479.402189502366,24,26.860138,9.136497,6.5721065E-4,1652.0369,16.292765,804269.25,486.83493,10.693418,0.0010704896,1014.2426,191704.52,189.01248,9.638226,6.6637667E-4,1629.313,506651.84,310.96042,9.426028,7.989391E-4,1358.9723,616011.06,453.29184,8.422794,4.229971E-4,2566.7698
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190603_005858_red,5059.264310516305,848.8441597896707,58637.04095565932,16040,u,60.0,2.9016871,1.0472784,22.31026,0.08051078,orange,orange,0,1.5785817,11.731453,0.0012677724,856.41254,17.211443,73691.73,86.047,12.286081,0.0015995819,678.76245,44214.777,65.14029,11.778171,0.0012839248,845.6384,70588.11,83.47316,11.729838,0.0017298106,627.66187,73801.35,117.5814,14.86867,0.024476817,-3.7985518,17.038706,4097.619,92.376656,1516.5570935204023,5479.402189502366,0,0.5670478,11.477476,0.0012795648,848.51996,17.244076,93112.85,109.73561,12.026858,0.0016360894,663.6167,56137.957,84.59395,11.530431,0.001303534,832.91736,88680.35,106.46957,11.474524,0.0013253571,819.20276,93366.28,113.97213,11.330716,0.0016020825,677.703
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190603_010038_red,5058.832147761929,846.0565060123006,58637.04211082244,16040,g,60.0,2.8564293,1.0492927,23.226814,0.032864206,yellow,yellow,12,11.222415,10.407251,7.023763E-4,1545.8041,17.685106,249516.72,161.41548,13.870299,0.0020886038,519.83826,10277.328,19.77024,11.579043,7.3493127E-4,1477.3303,84797.42,57.399097,11.451708,9.217445E-4,1177.9144,95349.16,80.94744,12.116598,0.0010553894,-30.109465,17.70109,51684.49,50.23989,1516.5570935204023,5479.402189502366,24,6.511751,10.707305,6.44188E-4,1685.4337,17.931171,189268.34,112.29652,12.618998,0.001183854,917.12006,32538.715,35.47923,11.336689,6.574585E-4,1651.414,106004.43,64.1901,11.233925,6.794767E-4,1597.9005,116527.86,72.925606,10.345169,5.5434107E-4,1958.6066
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190603_010223_red,5058.424358273792,850.558979666772,58637.04333209739,16040,q,60.0,3.1487632,1.051473,23.74213,0.018912466,yellow,yellow,12,28.898376,99.0,99.0,0.0,18.318228,0.0,,99.0,99.0,0.0,0.0,,12.771907,9.6942135E-4,1119.9836,28264.213,25.23627,12.311148,0.0013822234,785.4997,43205.707,55.004105,10.898825,3.4393545E-4,-72.8315,17.700958,158660.88,50.260002,1516.5570935204023,5479.402189502366,25,37.492935,99.0,99.0,0.0,17.64559,0.0,,99.0,99.0,0.0,0.0,,15.454814,0.0034082166,318.5643,2388.2197,7.496821,13.367395,0.00246773,439.97363,16332.062,37.12055,10.798823,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190603_010356_red,5058.4915593178575,853.7090547683301,58637.04440511261,16040,r,60.0,3.0101237,1.0534321,22.750317,0.020110836,yellow,yellow,12,17.247316,99.0,99.0,0.0,17.673723,0.0,,99.0,99.0,0.0,0.0,,11.956894,0.001046095,1037.8944,59874.508,57.688442,11.569118,0.0013746183,789.8456,85576.26,108.34555,16.976374,0.12759139,-10.659665,17.355257,588.0988,69.11103,1516.5570935204023,5479.402189502366,24,15.6505165,9.556821,7.499306E-4,1447.7822,17.617697,546099.4,377.1972,15.52639,0.005356155,202.70815,2235.855,11.029922,11.467901,8.3147944E-4,1305.7883,93937.49,71.9393,11.177628,8.897174E-4,1220.3157,122729.43,100.57187,9.45565,7.615943E-4,1425.6096
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190603_010535_red,5057.671138535972,854.4086307983273,58637.04555523515,16040,i,60.0,3.3601005,1.0555774,22.227575,0.015670504,yellow,yellow,12,21.285978,99.0,99.0,0.0,17.176115,0.0,,18.226694,0.023893986,45.439724,185.91844,4.09154,11.367167,0.0010503265,1033.713,103070.03,99.70856,11.0019245,0.0016803241,646.1469,144287.92,223.30513,10.404594,6.1227387E-4,-106.676506,16.580826,250127.83,141.05334,1516.5570935204023,5479.402189502366,25,23.29076,99.0,99.0,0.0,16.555502,0.0,,99.0,99.0,0.0,0.0,,11.703981,0.001238553,876.6167,75580.05,86.217896,11.109973,0.0012087115,898.2591,130620.21,145.41486,10.304594,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190603_010714_red,5057.684726005429,853.9927570113746,58637.04670123148,16040,z,60.0,3.4387202,1.0577623,21.277302,0.042776722,orange,orange,12,23.659931,8.52018,6.793596E-4,1598.1759,15.763085,1418822.9,887.77637,10.83015,0.001252394,866.9286,169020.61,194.96486,9.595056,7.2809524E-4,1491.2008,527202.94,353.54254,9.389051,0.0010510908,1032.9614,637351.8,617.01416,9.742317,5.730345E-4,7.519413,15.990539,460333.9,242.95702,1516.5570935204023,5479.402189502366,24,26.860138,9.136497,6.5721065E-4,1652.0369,16.292765,804269.25,486.83493,10.693418,0.0010704896,1014.2426,191704.52,189.01248,9.638226,6.6637667E-4,1629.313,506651.84,310.96042,9.426028,7.989391E-4,1358.9723,616011.06,453.29184,8.545113,4.6713516E-4,2324.2441
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190607_223258_red,5149.650241864592,600.2627930132123,58641.93956271018,16040,q,60.0,2.4923844,1.0135187,23.743101,0.020195749,yellow,yellow,12,55.2815,99.0,99.0,0.0,18.654528,0.0,,99.0,99.0,0.0,0.0,,13.6715145,0.0014859374,730.67426,12342.249,16.891588,12.589316,0.0017988536,603.57117,33440.53,55.404453,10.742627,2.9583217E-4,-124.5423,17.709278,183209.83,49.919464,1516.5570935204023,5479.402189502366,25,37.492935,99.0,99.0,0.0,17.64559,0.0,,99.0,99.0,0.0,0.0,,15.454814,0.0034082166,318.5643,2388.2197,7.496821,13.367395,0.00246773,439.97363,16332.062,37.12055,10.642627,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190607_223951_red,5100.419273583503,5474.0931633791915,58641.94434429618,04010,q,60.0,3.1674833,1.0115806,23.751469,0.016746355,yellow,yellow,12,23.503761,99.0,99.0,0.0,18.545572,0.0,,99.0,99.0,0.0,0.0,,12.946699,0.0010493842,1034.6412,24061.346,23.255737,12.5159855,0.0013917672,780.1134,35777.12,45.861435,13.699408,0.002484657,-24.923063,18.355162,12029.201,27.528273,6314.451171714113,5390.689497690297,24,26.334593,99.0,99.0,0.0,18.62744,0.0,,99.0,99.0,0.0,0.0,,12.903683,0.0010312469,1052.8384,25033.787,23.777428,12.361028,0.001068216,1016.40125,41265.676,40.59979,13.599407,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190709_222726_red,4958.184785304213,5614.058977210292,58673.93571976138,04010,q,60.0,2.8758602,1.0365621,23.737747,0.029557941,yellow,yellow,12,33.813766,99.0,99.0,0.0,18.501509,0.0,,99.0,99.0,0.0,0.0,,13.064731,0.0011214792,968.12866,21582.79,22.293306,12.379755,0.0013236372,820.2672,40559.99,49.44729,13.474231,0.002182877,25.585052,18.270626,14801.561,29.758596,6314.451171714113,5390.689497690297,24,26.334593,99.0,99.0,0.0,18.62744,0.0,,99.0,99.0,0.0,0.0,,12.903683,0.0010312469,1052.8384,25033.787,23.777428,12.361028,0.001068216,1016.40125,41265.676,40.59979,13.374229,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190716_195908_red,4988.234858784498,5378.208281868793,58680.83274057199,04010,g,60.0,3.4826796,1.016151,22.934757,0.13000073,orange,orange,12,4.0631356,10.542204,6.0798804E-4,1785.7854,17.288914,220352.75,123.39263,11.340614,7.471904E-4,1453.0917,105622.02,72.68779,10.830122,6.2863214E-4,1727.1406,169024.95,97.86404,10.788862,0.001344164,807.74084,175571.77,217.36151,12.184953,0.0017492358,18.753416,17.221752,48530.95,78.18849,6434.451171714113,5510.689497690297,12,10.556675,10.476243,8.8708155E-4,1223.9419,17.55859,234154.6,191.31186,16.281137,0.0066837985,162.443,1115.694,6.8682184,12.022796,9.487569E-4,1144.3776,56348.34,49.23929,11.823787,0.0011081451,979.77795,67683.914,69.08087,10.171741,7.937873E-4,1367.7922
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190716_200047_red,4987.5650335938435,5386.715290225447,58680.83388779023,04010,r,60.0,4.324601,1.0150547,22.526358,0.11428407,orange,red,12,6.200131,9.566849,6.736004E-4,1611.8401,16.972916,541078.94,335.6902,11.862902,0.0010921546,994.12317,65288.797,65.67475,10.740296,7.014792E-4,1547.781,183603.8,118.623886,10.664444,0.0015952522,680.6047,196889.34,289.28592,11.370351,0.0011874102,96.14185,16.827774,102768.42,112.3922,6434.451171714113,5510.689497690297,12,26.522718,99.0,99.0,0.0,17.322683,0.0,,99.0,99.0,0.0,0.0,,12.494796,0.0013886273,781.87726,36482.25,46.659817,11.838356,0.0015733138,690.0951,66781.68,96.771706,11.2703495,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190716_200224_red,4986.959137501887,5389.654050584653,58680.83500354397,04010,q,60.0,3.3195999,1.0140268,23.588654,0.09352645,orange,red,12,19.511951,99.0,99.0,0.0,18.152102,0.0,,99.0,99.0,0.0,0.0,,12.649955,0.0011038554,983.5855,31624.037,32.151794,12.250666,0.002976958,364.7133,45680.773,125.25118,12.591414,0.0011923217,87.310585,18.044355,33375.97,36.652447,6314.451171714113,5390.689497690297,24,26.334593,99.0,99.0,0.0,18.62744,0.0,,99.0,99.0,0.0,0.0,,12.903683,0.0010312469,1052.8384,25033.787,23.777428,12.361028,0.001068216,1016.40125,41265.676,40.59979,12.491414,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190729_185502_red,5038.3703140562475,628.4439488681543,58693.78822007759,16040,g,60.0,3.67606,1.0231985,22.900614,0.027735265,yellow,yellow,0,3.4195893,10.494492,5.1991106E-4,2088.3113,17.191992,230252.03,110.257515,11.019772,6.5311434E-4,1662.3983,141935.61,85.38003,10.542636,5.2727055E-4,2059.1633,220264.83,106.968124,10.492462,6.013211E-4,1805.5846,230682.6,127.76061,11.331604,7.676806E-4,49.303238,17.263248,106502.15,75.303406,1516.5570935204023,5479.402189502366,24,6.511751,10.707305,6.44188E-4,1685.4337,17.931171,189268.34,112.29652,12.618998,0.001183854,917.12006,32538.715,35.47923,11.336689,6.574585E-4,1651.414,106004.43,64.1901,11.233925,6.794767E-4,1597.9005,116527.86,72.925606,10.122612,4.963302E-4,2187.5278
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190729_185641_red,5037.954912303901,628.8052820969243,58693.78936487804,16040,r,60.0,3.3954086,1.0218734,22.515799,0.02011467,yellow,yellow,12,11.7328,9.428028,6.802117E-4,1596.174,16.997204,614877.6,385.2197,14.323599,0.0034275763,316.76495,6769.5566,21.370913,10.889753,7.1603386E-4,1516.3196,159992.22,105.51353,10.735584,9.722942E-4,1116.6746,184402.22,165.13515,10.904972,5.729337E-4,37.8926,17.153978,157765.28,83.25139,1516.5570935204023,5479.402189502366,24,15.6505165,9.556821,7.499306E-4,1447.7822,17.617697,546099.4,377.1972,15.52639,0.005356155,202.70815,2235.855,11.029922,11.467901,8.3147944E-4,1305.7883,93937.49,71.9393,11.177628,8.897174E-4,1220.3157,122729.43,100.57187,9.181276,5.958432E-4,1822.1843
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20190729_185808_red,5037.028651471384,625.9629818797385,58693.79038112939,16040,q,60.0,3.5416226,1.0207313,23.481722,0.022331791,yellow,yellow,12,18.412836,99.0,99.0,0.0,17.808685,0.0,,99.0,99.0,0.0,0.0,,12.08759,7.9732464E-4,1361.724,53084.0,38.982937,11.766692,0.0011780785,921.61615,71338.36,77.405716,11.362957,6.1695446E-4,-59.04252,17.531666,103470.6,58.795727,1516.5570935204023,5479.402189502366,25,37.492935,99.0,99.0,0.0,17.64559,0.0,,99.0,99.0,0.0,0.0,,15.454814,0.0034082166,318.5643,2388.2197,7.496821,13.367395,0.00246773,439.97363,16332.062,37.12055,11.262957,,
