index,DR3_source_id,ra,dec,ZTF,NUMBER_IN,FILENAME,X_POS,Y_POS,MJD-OBS,OBJECT,FILTER,EXPTIME,S-SEEING,AIRMASS,PC-ZP,PC-ZPSTD,QC-FLAG,TQC-FLAG,FLAGS_MASK,BACKGROUND,MAG_OPT,MAGERR_OPT,SNR_OPT,LIMMAG_OPT,FNU_OPT,FNUERR_OPT,MAG_APER_R0.66xFWHM,MAGERR_APER_R0.66xFWHM,SNR_APER_R0.66xFWHM,FNU_APER_R0.66xFWHM,FNUERR_APER_R0.66xFWHM,MAG_APER_R1.5xFWHM,MAGERR_APER_R1.5xFWHM,SNR_APER_R1.5xFWHM,FNU_APER_R1.5xFWHM,FNUERR_APER_R1.5xFWHM,MAG_APER_R5xFWHM,MAGERR_APER_R5xFWHM,SNR_APER_R5xFWHM,FNU_APER_R5xFWHM,FNUERR_APER_R5xFWHM,MAG_ZOGY,MAGERR_ZOGY,SNR_ZOGY,LIMMAG_ZOGY,FNU_ZOGY,FNUERR_ZOGY,X_POS_REF,Y_POS_REF,FLAGS_MASK_REF,BACKGROUND_REF,MAG_OPT_REF,MAGERR_OPT_REF,SNR_OPT_REF,LIMMAG_OPT_REF,FNU_OPT_REF,FNUERR_OPT_REF,MAG_APER_R0.66xFWHM_REF,MAGERR_APER_R0.66xFWHM_REF,SNR_APER_R0.66xFWHM_REF,FNU_APER_R0.66xFWHM_REF,FNUERR_APER_R0.66xFWHM_REF,MAG_APER_R1.5xFWHM_REF,MAGERR_APER_R1.5xFWHM_REF,SNR_APER_R1.5xFWHM_REF,FNU_APER_R1.5xFWHM_REF,FNUERR_APER_R1.5xFWHM_REF,MAG_APER_R5xFWHM_REF,MAGERR_APER_R5xFWHM_REF,SNR_APER_R5xFWHM_REF,FNU_APER_R5xFWHM_REF,FNUERR_APER_R5xFWHM_REF,MAG_ZOGY_PLUSREF,MAGERR_ZOGY_PLUSREF,SNR_ZOGY_PLUSREF
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220523_210306_red,8222.38513068583,1849.6346152526692,59722.8771597115,16133,i,60.0,1.9911658,1.0044599,22.07062,0.01202935,green,green,0,7.072153,11.528174,0.0011723493,926.12006,17.293015,88864.914,95.95399,12.268687,0.0016055777,676.2277,44928.8,66.44034,11.689049,0.001238376,876.74194,76626.73,87.399414,11.5285845,0.0013746457,789.8298,88831.28,112.4689,15.307263,0.033933558,-1.241262,17.124544,2735.8655,85.506645,3074.99489291345,8590.057388930176,0,3.8105156,11.491869,0.0010992548,987.70197,17.36022,91886.63,93.03072,12.092632,0.0014320845,758.15094,52838.023,69.693275,11.585897,0.0011364166,955.4033,84263.67,88.19697,11.490943,0.0011565351,938.7835,91964.9,97.96178,11.360013,0.001449871,748.8502
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220524_193355_red,8242.755091377954,1868.447071899924,59723.81522240036,16133,q,60.0,2.0214255,1.0253472,23.643923,0.0172694,green,green,12,18.841698,11.61068,9.7407185E-4,1114.6367,18.729391,82362.26,73.89157,15.577978,0.0036881047,294.38867,2132.105,7.2424836,12.840858,0.0010536644,1030.4382,26525.05,25.741522,12.564269,0.0011608673,935.2802,34220.938,36.58897,14.153137,0.0034999806,11.534501,18.437227,7920.364,25.532097,3074.99489291345,8590.057388930176,24,12.369205,11.788106,8.7214325E-4,1244.9059,18.729559,69945.16,56.185097,14.133613,0.0019355634,560.9407,8064.0835,14.376001,12.526203,9.249813E-4,1173.7925,35442.016,30.194447,12.329622,9.0140005E-4,1204.4998,42476.74,35.265045,11.571635,8.605276E-4,1261.7098
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220524_193523_red,8242.537638658094,1868.233205471685,59723.81623858199,16133,u,60.0,2.501722,1.0241281,22.077667,0.04992127,yellow,yellow,0,0.9987691,12.627525,0.0023798242,456.22537,17.728836,32284.19,70.76369,13.223986,0.0030466032,356.37598,18638.271,52.29946,12.69795,0.0024248208,447.75934,30256.59,67.573326,12.628272,0.0032206182,337.1204,32261.988,95.698715,15.261479,0.022191538,-4.017357,17.541027,2853.7,58.327236,3074.99489291345,8590.057388930176,0,0.8546599,12.543838,0.0021734969,499.53427,17.657206,34871.047,69.80712,13.102626,0.0027800575,390.5445,20842.477,53.36774,12.605581,0.0022199661,489.0778,32943.336,67.35807,12.543953,0.0024104435,450.43002,34867.34,77.409004,12.358434,0.0026180902,414.70538
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220524_193650_red,8241.449260017964,1880.6122563417769,59723.81725387238,16133,i,60.0,1.9163357,1.0229421,22.124023,0.026165249,green,green,0,7.7011313,11.523635,0.0011346316,956.9064,17.352034,89237.22,93.25595,12.175596,0.0014940302,726.7163,48950.992,67.35915,11.653721,0.0011828806,917.8747,79161.05,86.24384,11.522761,0.0013207111,822.08453,89309.04,108.63729,15.823482,0.053874735,-0.8020647,17.139112,1700.6204,84.385574,3074.99489291345,8590.057388930176,0,3.8105156,11.491869,0.0010992548,987.70197,17.36022,91886.63,93.03072,12.092632,0.0014320845,758.15094,52838.023,69.693275,11.585897,0.0011364166,955.4033,84263.67,88.19697,11.490943,0.0011565351,938.7835,91964.9,97.96178,11.371956,0.0014571395,745.11475
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220524_212859_red,8220.880030483637,1826.5526656538277,59723.89513088243,16133,q,60.0,2.3812075,1.0206916,23.668262,0.016351521,green,green,12,11.420956,11.550911,7.776794E-4,1396.1232,18.429287,87023.305,62.33211,13.796096,0.0016040502,676.8717,11004.272,16.257545,12.324981,8.1942306E-4,1325.0007,42658.707,32.195232,12.144787,8.8799704E-4,1222.6799,50359.94,41.188164,13.010757,0.0013911508,56.197487,18.295956,22682.814,29.063427,3074.99489291345,8590.057388930176,24,12.369205,11.788106,8.7214325E-4,1244.9059,18.729559,69945.16,56.185097,14.133613,0.0019355634,560.9407,8064.0835,14.376001,12.526203,9.249813E-4,1173.7925,35442.016,30.194447,12.329622,9.0140005E-4,1204.4998,42476.74,35.265045,11.383142,7.414652E-4,1464.3118
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220524_213028_red,8219.943453454809,1825.6817313916797,59723.89616425695,16133,u,60.0,2.9444816,1.0218353,22.154024,0.048518512,green,yellow,0,0.3713168,12.565725,0.0022316594,486.5152,17.672102,34175.1,70.244675,13.166253,0.0028570406,380.02127,19656.174,51.72388,12.636895,0.0022782844,476.55862,32006.791,67.16234,12.562956,0.0031825888,341.1487,34262.406,100.43246,16.641535,0.07850943,-2.0828898,17.547096,800.5452,57.88731,3074.99489291345,8590.057388930176,0,0.8546599,12.543838,0.0021734969,499.53427,17.657206,34871.047,69.80712,13.102626,0.0027800575,390.5445,20842.477,53.36774,12.605581,0.0022199661,489.0778,32943.336,67.35807,12.543953,0.0024104435,450.43002,34867.34,77.409004,12.419193,0.0027602133,393.35223
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220524_213156_red,8219.201466779592,1827.4207090521143,59723.89718555954,16133,i,60.0,2.088382,1.0229979,22.178886,0.011385227,green,green,0,6.9021144,11.474373,0.0010803143,1005.01886,17.388863,93379.39,92.91307,12.188597,0.0014677887,739.70874,48368.332,65.38834,11.614436,0.0011339773,957.4584,82077.695,85.72456,11.473864,0.0012521682,867.0849,93423.16,107.74396,16.33875,0.08231378,0.6673425,17.193834,1058.0332,80.21352,3074.99489291345,8590.057388930176,0,3.8105156,11.491869,0.0010992548,987.70197,17.36022,91886.63,93.03072,12.092632,0.0014320845,758.15094,52838.023,69.693275,11.585897,0.0011364166,955.4033,84263.67,88.19697,11.490943,0.0011565351,938.7835,91964.9,97.96178,11.379438,0.0014349243,756.6505
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220610_213254_red,8188.856923890389,1855.3264352098804,59740.89784901321,16133,q,60.0,2.6336637,1.1152005,23.627478,0.019988416,orange,orange,0,9.680901,11.665576,6.7346136E-4,1612.173,18.181505,78301.41,48.568863,12.349259,8.6270727E-4,1258.5221,41715.426,33.14636,11.763752,6.992476E-4,1552.7206,71531.86,46.06872,11.657614,0.0014183043,765.5171,78877.74,103.03851,12.603589,0.0010602341,33.337353,18.183327,33003.8,32.2286,3074.99489291345,8590.057388930176,24,12.369205,11.788106,8.7214325E-4,1244.9059,18.729559,69945.16,56.185097,14.133613,0.0019355634,560.9407,8064.0835,14.376001,12.526203,9.249813E-4,1173.7925,35442.016,30.194447,12.329622,9.0140005E-4,1204.4998,42476.74,35.265045,11.268443,6.8311143E-4,1589.3983
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220610_213421_red,8188.53194615173,1856.518246600533,59740.89886486433,16133,u,60.0,2.976016,1.1181366,22.093616,0.053740904,yellow,yellow,0,0.1787338,12.622378,0.0025699968,422.466,17.653831,32437.596,76.781555,13.222449,0.0031649065,343.05475,18664.664,54.407246,12.691575,0.0026978145,402.45026,30434.752,75.623634,12.620551,0.006387243,169.9851,32492.234,191.14752,15.568277,0.029723674,-9.005435,17.527023,2151.24,58.893463,3074.99489291345,8590.057388930176,0,0.8546599,12.543838,0.0021734969,499.53427,17.657206,34871.047,69.80712,13.102626,0.0027800575,390.5445,20842.477,53.36774,12.605581,0.0022199661,489.0778,32943.336,67.35807,12.543953,0.0024104435,450.43002,34867.34,77.409004,12.378841,0.0026784437,405.36087
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220610_213549_red,8188.798048655775,1866.9853177840364,59740.89987788555,16133,i,60.0,2.1887882,1.1211107,22.147432,0.026249891,yellow,yellow,0,7.7835026,11.514303,0.0012308412,882.1091,17.33849,90007.53,102.036736,12.220406,0.0015681604,692.363,46971.83,67.84278,11.642186,0.0012793987,848.6301,80006.516,94.27725,11.512223,0.0025887885,419.39932,90180.04,215.02191,15.173537,0.030396322,-1.8337541,17.11004,3094.4602,86.63265,3074.99489291345,8590.057388930176,0,3.8105156,11.491869,0.0010992548,987.70197,17.36022,91886.63,93.03072,12.092632,0.0014320845,758.15094,52838.023,69.693275,11.585897,0.0011364166,955.4033,84263.67,88.19697,11.490943,0.0011565351,938.7835,91964.9,97.96178,11.355906,0.0014531381,747.1665
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220617_183045_red,8266.13922565568,1850.6812310431687,59747.77136066619,16133,q,60.0,2.4953687,1.0060723,23.644522,0.01662126,green,green,12,10.918168,11.585977,7.0201803E-4,1546.5931,18.299894,84257.63,54.47951,13.032659,0.0011371481,954.7887,22229.838,23.282469,12.065766,7.328606E-4,1481.5044,54161.844,36.55868,11.921865,8.073938E-4,1344.7418,61837.742,45.984844,12.670162,0.0010873802,53.26419,18.223278,31040.922,31.087925,3074.99489291345,8590.057388930176,24,12.369205,11.788106,8.7214325E-4,1244.9059,18.729559,69945.16,56.185097,14.133613,0.0019355634,560.9407,8064.0835,14.376001,12.526203,9.249813E-4,1173.7925,35442.016,30.194447,12.329622,9.0140005E-4,1204.4998,42476.74,35.265045,11.289345,6.9036894E-4,1572.6897
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220617_183213_red,8265.264938362347,1857.0513034561475,59747.7723774308,16133,u,60.0,2.7928674,1.0055069,22.132591,0.049227268,green,yellow,0,0.7312289,12.57581,0.002248617,482.84625,17.71421,33859.14,70.12406,13.183522,0.0028906004,375.60922,19346.002,51.50566,12.649275,0.0022998196,472.0962,31643.912,67.02853,12.575811,0.0032150238,337.70703,33859.125,100.26183,16.326069,0.058905672,-1.5386177,17.54505,1070.4644,58.077114,3074.99489291345,8590.057388930176,0,0.8546599,12.543838,0.0021734969,499.53427,17.657206,34871.047,69.80712,13.102626,0.0027800575,390.5445,20842.477,53.36774,12.605581,0.0022199661,489.0778,32943.336,67.35807,12.543953,0.0024104435,450.43002,34867.34,77.409004,12.411009,0.002743148,395.79932
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220617_183342_red,8263.739879683317,1853.6497924256273,59747.77340475109,16133,i,60.0,2.1202824,1.0049654,22.16872,0.013003299,green,green,0,7.4764643,11.469,0.0010891801,996.8381,17.328686,93842.625,94.1403,12.212224,0.0014910883,728.15015,47327.113,64.99637,11.611158,0.0011408746,951.67004,82325.81,86.506676,11.46854,0.0013317983,815.24066,93882.31,115.15902,15.457106,0.037569445,2.41739,17.164015,2383.1843,82.46471,3074.99489291345,8590.057388930176,0,3.8105156,11.491869,0.0010992548,987.70197,17.36022,91886.63,93.03072,12.092632,0.0014320845,758.15094,52838.023,69.693275,11.585897,0.0011364166,955.4033,84263.67,88.19697,11.490943,0.0011565351,938.7835,91964.9,97.96178,11.364067,0.001431819,758.29144
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220627_221515_red,875.458695090133,1335.6786360453132,59757.92726417917,03980,q,60.0,2.5455816,1.5240415,23.634525,0.01730157,green,green,0,10.460307,11.673541,6.4176583E-4,1691.7949,18.14624,77729.055,45.944725,12.354923,8.605712E-4,1261.6459,41498.332,32.892216,11.773211,6.6308834E-4,1637.3928,70911.3,43.30744,11.674215,7.6383917E-4,1421.4199,77680.79,54.65013,14.9087515,0.010429345,-3.2419333,18.003496,3949.1104,37.93429,2331.238297829891,1115.366184071001,0,5.9425774,11.612529,5.8067543E-4,1869.7815,18.267363,82222.12,43.974186,12.141433,7.3125464E-4,1484.758,50515.76,34.02289,11.665739,5.8944116E-4,1841.9753,78289.59,42.50306,11.605012,6.330764E-4,1715.016,82793.25,48.275497,11.461594,7.317343E-4,1483.7847
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220707_172537_red,8204.566973286992,1836.960366703403,59767.72612328036,16133,q,60.0,2.13628,1.0019656,23.632732,0.018180868,yellow,yellow,12,14.389069,11.645426,8.793593E-4,1234.6901,18.540121,79768.164,64.60582,14.552116,0.0023183117,468.33054,5484.703,11.71118,12.540978,9.362009E-4,1159.7256,34962.973,30.147623,12.317754,0.0012965009,837.43567,42943.566,51.27984,13.552497,0.0021580495,28.417185,18.36134,13772.122,27.37398,3074.99489291345,8590.057388930176,24,12.369205,11.788106,8.7214325E-4,1244.9059,18.729559,69945.16,56.185097,14.133613,0.0019355634,560.9407,8064.0835,14.376001,12.526203,9.249813E-4,1173.7925,35442.016,30.194447,12.329622,9.0140005E-4,1204.4998,42476.74,35.265045,11.492961,8.10552E-4,1339.5022
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220707_172705_red,8203.593181167156,1832.6540083801408,59767.7271417993,16133,u,60.0,2.621281,1.0016699,22.11446,0.05391595,green,yellow,0,1.0908003,12.643263,0.0023953693,453.26465,17.732315,31819.602,70.200935,13.285187,0.00309186,351.15955,17616.725,50.167294,12.7207365,0.0024587875,441.57382,29628.2,67.09682,12.640441,0.004049152,268.13913,31902.406,118.977066,15.1105,0.019047642,-10.1490755,17.55502,3279.4395,57.532936,3074.99489291345,8590.057388930176,0,0.8546599,12.543838,0.0021734969,499.53427,17.657206,34871.047,69.80712,13.102626,0.0027800575,390.5445,20842.477,53.36774,12.605581,0.0022199661,489.0778,32943.336,67.35807,12.543953,0.0024104435,450.43002,34867.34,77.409004,12.346249,0.0025744382,421.73712
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220707_172832_red,8202.929616119483,1835.350432055076,59767.7281584548,16133,i,60.0,1.8902037,1.0014037,22.153103,0.012656056,green,green,0,8.41784,11.537715,0.0011461017,947.3297,17.414736,88087.47,92.985016,12.34274,0.0016015164,677.94257,41966.58,61.902855,11.706787,0.0012079444,898.82965,75385.016,83.87019,11.537504,0.0014352846,756.4605,88104.46,116.469345,14.884131,0.022280935,-1.5746945,17.158255,4039.6855,82.90041,3074.99489291345,8590.057388930176,0,3.8105156,11.491869,0.0010992548,987.70197,17.36022,91886.63,93.03072,12.092632,0.0014320845,758.15094,52838.023,69.693275,11.585897,0.0011364166,955.4033,84263.67,88.19697,11.490943,0.0011565351,938.7835,91964.9,97.96178,11.345155,0.0014103698,769.8237
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220707_191158_red,8155.2918497100945,2030.323715410987,59767.79998831387,16133,q,60.0,2.1246164,1.0577979,23.627752,0.025876276,yellow,yellow,12,17.832457,11.624093,8.799497E-4,1233.8617,18.537289,81350.96,65.93199,14.594291,0.0024044916,451.54498,5275.7437,11.683762,12.508182,9.374421E-4,1158.1901,36035.215,31.113386,12.287254,0.0012884142,842.69183,44167.023,52.411835,13.428661,0.001964311,18.742682,18.339108,15436.019,27.926807,3074.99489291345,8590.057388930176,24,12.369205,11.788106,8.7214325E-4,1244.9059,18.729559,69945.16,56.185097,14.133613,0.0019355634,560.9407,8064.0835,14.376001,12.526203,9.249813E-4,1173.7925,35442.016,30.194447,12.329622,9.0140005E-4,1204.4998,42476.74,35.265045,11.471594,7.978602E-4,1360.81
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220707_191327_red,8154.488475397329,2030.0479667987534,59767.8010113407,16133,u,60.0,2.5909426,1.0597694,22.118614,0.058344852,green,green,0,1.4084759,12.63774,0.0024439294,444.25842,17.730322,31981.865,71.98933,13.277216,0.003143974,345.33878,17746.533,51.388763,12.718738,0.002513951,431.88437,29682.805,68.72859,12.645459,0.0042744935,254.00348,31755.312,125.0192,15.065703,0.018415827,-4.6838155,17.545033,3417.5798,57.96764,3074.99489291345,8590.057388930176,0,0.8546599,12.543838,0.0021734969,499.53427,17.657206,34871.047,69.80712,13.102626,0.0027800575,390.5445,20842.477,53.36774,12.605581,0.0022199661,489.0778,32943.336,67.35807,12.543953,0.0024104435,450.43002,34867.34,77.409004,12.342325,0.0025730073,421.97168
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220707_191455_red,8154.193402130351,2036.8440427020198,59767.80202685008,16133,i,60.0,1.8922805,1.0617635,22.15374,0.015307812,green,green,0,9.830734,11.54718,0.001150289,943.8813,17.352114,87322.82,92.51462,12.337798,0.0015928263,681.6413,42158.043,61.84784,11.708901,0.0012070861,899.4686,75238.34,83.647545,11.5478945,0.0014780469,734.57495,87265.445,118.797195,15.057248,0.027138336,-1.7252202,17.11697,3444.298,86.09138,3074.99489291345,8590.057388930176,0,3.8105156,11.491869,0.0010992548,987.70197,17.36022,91886.63,93.03072,12.092632,0.0014320845,758.15094,52838.023,69.693275,11.585897,0.0011364166,955.4033,84263.67,88.19697,11.490943,0.0011565351,938.7835,91964.9,97.96178,11.351913,0.0014436115,752.0972
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220713_195907_red,8105.523725107096,10522.794880806401,59773.83273128532,16133,q,60.0,3.7593734,1.2021909,23.64131,0.01893478,red,red,32,0.0,99.0,99.0,0.0,0.55351746,0.0,,99.0,99.0,0.0,0.0,,24.063242,0.43943137,2.4707754,0.8604063,0.34823334,15.871934,0.022832409,47.552414,1626.3951,34.20216,23.733688,6.0569544,-0.087926395,19.923754,1.1655331,6.502114,3074.99489291345,8590.057388930176,24,12.369205,11.788106,8.7214325E-4,1244.9059,18.729559,69945.16,56.185097,14.133613,0.0019355634,560.9407,8064.0835,14.376001,12.526203,9.249813E-4,1173.7925,35442.016,30.194447,12.329622,9.0140005E-4,1204.4998,42476.74,35.265045,11.6880865,8.7794935E-4,1236.6729
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220713_200036_red,8105.886380157423,10528.743314127581,59773.83375061245,16133,u,60.0,3.8190315,1.2064494,22.140003,0.056924615,red,red,32,0.0,99.0,99.0,0.0,0.5538971,0.0,,99.0,99.0,0.0,0.0,,99.0,99.0,0.0,0.0,,17.68936,0.2770748,3.9185667,304.96924,77.82674,26.916267,294.4321,0.0026185282,18.893972,0.062157422,16.855974,3074.99489291345,8590.057388930176,0,0.8546599,12.543838,0.0021734969,499.53427,17.657206,34871.047,69.80712,13.102626,0.0027800575,390.5445,20842.477,53.36774,12.605581,0.0022199661,489.0778,32943.336,67.35807,12.543953,0.0024104435,450.43002,34867.34,77.409004,12.443835,0.0022359584,485.57974
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220713_200205_red,8105.424860266254,10532.592479321767,59773.8347802927,16133,i,60.0,3.0723984,1.2108144,22.154907,0.010622595,red,red,32,0.0,99.0,99.0,0.0,0.5546219,0.0,,99.0,99.0,0.0,0.0,,99.0,99.0,0.0,0.0,,16.211882,0.0242648,44.745316,1189.1791,26.576616,26.581955,126.92599,0.006183595,19.467987,0.084570356,9.886541,3074.99489291345,8590.057388930176,0,3.8105156,11.491869,0.0010992548,987.70197,17.36022,91886.63,93.03072,12.092632,0.0014320845,758.15094,52838.023,69.693275,11.585897,0.0011364166,955.4033,84263.67,88.19697,11.490943,0.0011565351,938.7835,91964.9,97.96178,11.391867,0.0011054437,982.1723
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220716_173624_red,8174.250772503228,1861.572041031889,59776.7336159971,16133,q,60.0,2.5159752,1.00658,23.619715,0.016954102,green,green,12,9.3359375,11.585214,7.1472174E-4,1519.1034,18.32988,84316.87,55.50436,12.982659,0.0011281742,962.3834,23277.496,24.18734,12.0594425,7.417694E-4,1463.7112,54478.22,37.21924,11.930206,8.206292E-4,1323.0533,61364.52,46.38099,12.730596,0.0011360467,52.196365,18.235865,29360.346,30.720839,3074.99489291345,8590.057388930176,24,12.369205,11.788106,8.7214325E-4,1244.9059,18.729559,69945.16,56.185097,14.133613,0.0019355634,560.9407,8064.0835,14.376001,12.526203,9.249813E-4,1173.7925,35442.016,30.194447,12.329622,9.0140005E-4,1204.4998,42476.74,35.265045,11.307566,7.001181E-4,1550.79
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220716_173751_red,8173.469937513553,1859.4002980487585,59776.73462404858,16133,u,60.0,2.890039,1.0071951,22.08985,0.04706812,yellow,yellow,0,0.68597305,12.572528,0.0022843569,475.29184,17.706148,33961.64,71.45429,13.146469,0.0028964542,374.8501,20017.615,53.40165,12.636987,0.0023326413,465.45352,32004.09,68.75894,12.568487,0.0032994521,329.06558,34088.297,103.591194,17.174833,0.12711343,-0.5282507,17.557655,489.85373,57.350014,3074.99489291345,8590.057388930176,0,0.8546599,12.543838,0.0021734969,499.53427,17.657206,34871.047,69.80712,13.102626,0.0027800575,390.5445,20842.477,53.36774,12.605581,0.0022199661,489.0778,32943.336,67.35807,12.543953,0.0024104435,450.43002,34867.34,77.409004,12.428691,0.0027739638,391.4024
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220716_173918_red,8172.60509376149,1856.6431471040694,59776.73563516143,16133,i,60.0,1.9618801,1.0078413,22.136616,0.015057112,green,green,0,9.004999,11.467665,0.0011104675,977.72894,17.340578,93958.1,96.098305,12.230501,0.0015364345,706.65955,46537.113,65.85507,11.621958,0.001170099,927.9011,81511.01,87.8445,11.468057,0.0013236332,820.26965,93924.14,114.50398,16.008863,0.062735,1.6666001,17.15892,1433.6865,82.83994,3074.99489291345,8590.057388930176,0,3.8105156,11.491869,0.0010992548,987.70197,17.36022,91886.63,93.03072,12.092632,0.0014320845,758.15094,52838.023,69.693275,11.585897,0.0011364166,955.4033,84263.67,88.19697,11.490943,0.0011565351,938.7835,91964.9,97.96178,11.375058,0.0014492868,749.152
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220717_194350_red,8117.140792604405,1803.343184024715,59777.82210956285,16133,q,60.0,2.4311945,1.2034937,23.56715,0.016998107,green,green,0,9.849922,11.638562,6.404238E-4,1695.3402,18.174025,80274.03,47.349804,12.381507,8.859587E-4,1225.493,40494.574,33.0435,11.746376,6.6455855E-4,1633.7705,72685.83,44.48962,11.637545,7.2487176E-4,1497.8322,80349.3,53.643726,12.544341,0.0010134631,29.643232,18.172785,34854.824,32.534683,3074.99489291345,8590.057388930176,24,12.369205,11.788106,8.7214325E-4,1244.9059,18.729559,69945.16,56.185097,14.133613,0.0019355634,560.9407,8064.0835,14.376001,12.526203,9.249813E-4,1173.7925,35442.016,30.194447,12.329622,9.0140005E-4,1204.4998,42476.74,35.265045,11.249096,6.7262934E-4,1614.167
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220717_194519_red,8116.948269581156,1812.7804203572102,59777.82314224848,16133,u,60.0,2.9292676,1.2078277,22.008646,0.048848268,yellow,yellow,0,0.41462022,12.5968,0.0025336088,428.53348,17.572662,33210.863,77.49888,13.228737,0.0032802369,330.99323,18556.88,56.064236,12.672498,0.0026032072,417.07632,30974.254,74.26519,12.593911,0.004013913,270.4932,33299.34,123.106026,16.237408,0.057134494,-3.055969,17.485697,1161.5469,61.12387,3074.99489291345,8590.057388930176,0,0.8546599,12.543838,0.0021734969,499.53427,17.657206,34871.047,69.80712,13.102626,0.0027800575,390.5445,20842.477,53.36774,12.605581,0.0022199661,489.0778,32943.336,67.35807,12.543953,0.0024104435,450.43002,34867.34,77.409004,12.40826,0.00279582,388.34265
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220717_194648_red,8116.560993689598,1808.8846170127542,59777.82417546072,16133,i,60.0,2.1870508,1.2122283,22.110308,0.024274444,green,green,0,6.7019267,11.489027,0.0011277109,962.7789,17.314314,92127.48,95.68913,12.246152,0.0015553824,698.05096,45871.105,65.71312,11.630626,0.0011832903,917.55695,80862.82,88.128395,11.488971,0.0014081049,771.062,92132.164,119.487366,15.411369,0.035675634,2.1924064,17.173843,2485.7207,81.676994,3074.99489291345,8590.057388930176,0,3.8105156,11.491869,0.0010992548,987.70197,17.36022,91886.63,93.03072,12.092632,0.0014320845,758.15094,52838.023,69.693275,11.585897,0.0011364166,955.4033,84263.67,88.19697,11.490943,0.0011565351,938.7835,91964.9,97.96178,11.362886,0.0014242682,762.3116
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220717_194817_red,8116.794823650474,1804.8821145564875,59777.82520305944,16133,q,60.0,2.4880807,1.2166696,23.569305,0.016727177,green,green,0,9.407139,11.638005,6.390463E-4,1698.9946,18.13483,80315.26,47.27223,12.376318,8.8195194E-4,1231.0604,40688.594,33.051662,11.744584,6.625818E-4,1638.6448,72805.82,44.430508,11.635804,7.225406E-4,1502.6647,80478.18,53.55698,12.5144415,0.0010032649,50.23179,18.153828,35828.035,33.10658,3074.99489291345,8590.057388930176,24,12.369205,11.788106,8.7214325E-4,1244.9059,18.729559,69945.16,56.185097,14.133613,0.0019355634,560.9407,8064.0835,14.376001,12.526203,9.249813E-4,1173.7925,35442.016,30.194447,12.329622,9.0140005E-4,1204.4998,42476.74,35.265045,11.239059,6.694016E-4,1621.9504
34,6123873398383875456,212.0047986,-33.2619834,No,19,ML1_20220717_194945_red,8116.430725127464,1808.8728572256882,59777.8262249405,16133,u,60.0,2.8371406,1.2211511,22.012045,0.048683397,yellow,yellow,0,0.12154946,12.590307,0.0025220402,430.49918,17.592272,33410.05,77.6077,13.220335,0.0032646293,332.57565,18701.037,56.230927,12.665187,0.0025862018,419.81882,31183.512,74.278496,12.583894,0.0038692981,280.60287,33607.98,119.77062,16.42461,0.06803047,-1.6623734,17.483252,977.5884,61.25411,3074.99489291345,8590.057388930176,0,0.8546599,12.543838,0.0021734969,499.53427,17.657206,34871.047,69.80712,13.102626,0.0027800575,390.5445,20842.477,53.36774,12.605581,0.0022199661,489.0778,32943.336,67.35807,12.543953,0.0024104435,450.43002,34867.34,77.409004,12.413816,0.0028127667,386.00293
